title,jurisdiction,abbreviations,url
"Ashe’s Tables to the Year Books, Coke’s Reports or Dyer’s Reports",uk,Ashe,https://legalabbrevs.cardiff.ac.uk/record/ashes-tables-to-the-year-books-cokes-reports-or-dyers-reports/
Ashmead’s Pennsylvania Reports,us,"Ash., Ashm., Ashm.(Pa.), Ashmead.",https://legalabbrevs.cardiff.ac.uk/record/ashmeads-pennsylvania-reports/
Ashton’s Entries,uk,Ast.Ent.,https://legalabbrevs.cardiff.ac.uk/record/ashtons-entries/
Ashton’s Opinions of the United States Attorney’s General,us,"Ashton, ICSID Rev",https://legalabbrevs.cardiff.ac.uk/record/ashtons-opinions-of-the-united-states-attorneys-general/
Ashurst’s Manuscript Reports,uk,Ashurst,https://legalabbrevs.cardiff.ac.uk/record/ashursts-manuscript-reports/
Ashurst’s Paper Books,uk,Ashurst,https://legalabbrevs.cardiff.ac.uk/record/ashursts-paper-books/
Aspinall’s Maritime Cases,uk,"Asp., Asp.Cas., Asp.M.C., Asp.M.C.L., Asp.M.L.C., Asp.Mar.L.Cas., Asp.Mar.Law Cas., Asp.Rep., Aspin., Mar.L.C.N.S., Mar.L.R.",https://legalabbrevs.cardiff.ac.uk/record/aspinalls-maritime-cases/
Assizes at Cambridge,uk,Palmer,https://legalabbrevs.cardiff.ac.uk/record/assizes-at-cambridge/
Association for the Study of Abortion Newsletter,us,A.S.A.Newsl.,https://legalabbrevs.cardiff.ac.uk/record/association-for-the-study-of-abortion-newsletter/
"Atkinson, Law of Solicitors’ Liens",uk,Atkinson,https://legalabbrevs.cardiff.ac.uk/record/atkinson-law-of-solicitors-liens/
Atkyns’ Chancery Reports,uk,"Atk., Atkyns",https://legalabbrevs.cardiff.ac.uk/record/atkyns-chancery-reports/
ATLA Products Liability Law Reporter,us,PLLR,https://legalabbrevs.cardiff.ac.uk/record/atla-products-liability-law-reporter/
Atlantic Community Quarterly,us,ACQ,https://legalabbrevs.cardiff.ac.uk/record/atlantic-community-quarterly/
Atlantic Monthly,us,"Atl.Mo., Atlan.",https://legalabbrevs.cardiff.ac.uk/record/atlantic-monthly/
Atlantic Reporter,us,"A., A.R., A.Rep., At., Atl., Atl.R.",https://legalabbrevs.cardiff.ac.uk/record/atlantic-reporter/
"Atlantic Reporter, Second Series",us,"A.2d, Atl.2d",https://legalabbrevs.cardiff.ac.uk/record/atlantic-reporter-second-series/
Atomic Energy Commission Reports,us,A.E.C.,https://legalabbrevs.cardiff.ac.uk/record/atomic-energy-commission-reports/
Atomic Energy Law Journal,us,"Atom.Energy L.J., Atomic Energy L.J.",https://legalabbrevs.cardiff.ac.uk/record/atomic-energy-law-journal/
Atomic Energy Law Reporter,us,Atom.En.L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/atomic-energy-law-reporter/
"Attenborough, The Laws of the Earliest English Kings",uk,Attenborough,https://legalabbrevs.cardiff.ac.uk/record/attenborough-the-laws-of-the-earliest-english-kings/
Attorney General’s Opinions,us,"A.G.O., Atty.Gen.Op.",https://legalabbrevs.cardiff.ac.uk/record/attorney-generals-opinions/
"Attorney General’s Opinions, New York",us,Atty.Gen.Op.N.Y.,https://legalabbrevs.cardiff.ac.uk/record/attorney-generals-opinions-new-york/
Atwater’s Reports,us,Atw.,https://legalabbrevs.cardiff.ac.uk/record/atwaters-reports/
Auction Register & Law Chronicle,us,Auct.Reg& L.Chron.,https://legalabbrevs.cardiff.ac.uk/record/auction-register-law-chronicle/
"Austin, Lectures on Jurisprudence, Abridged",uk,Aust.Jur.Abr.,https://legalabbrevs.cardiff.ac.uk/record/austin-lectures-on-jurisprudence-abridged/
"Austin, Lectures on Jurisprudence. 3rd ed.",uk,"Aust.Jur., Austin, Lectures",https://legalabbrevs.cardiff.ac.uk/record/austin-lectures-on-jurisprudence-3rd-ed/
Austin’s County Court Cases,uk,"Aust., Austin C.C.",https://legalabbrevs.cardiff.ac.uk/record/austins-county-court-cases/
Automobile Cases,us,Auto.Cas.,https://legalabbrevs.cardiff.ac.uk/record/automobile-cases/
"Automobile Cases, Second Series",us,Auto.Cas.2d,https://legalabbrevs.cardiff.ac.uk/record/automobile-cases-second-series/
Automobile Insurance Cases,us,Auto.Ins.Cas.,https://legalabbrevs.cardiff.ac.uk/record/automobile-insurance-cases/
Automobile Law Reporter,us,Auto.L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/automobile-law-reporter/
Automobile Negligence Cases,us,Auto.Neg.Cas.,https://legalabbrevs.cardiff.ac.uk/record/automobile-negligence-cases/
Aviation Cases,us,Av.Cas.,https://legalabbrevs.cardiff.ac.uk/record/aviation-cases/
Aviation Law Reporter,us,Av.L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/aviation-law-reporter/
"Ayliffe, Calendar of Ancient Charters",uk,Ayl.Char.,https://legalabbrevs.cardiff.ac.uk/record/ayliffe-calendar-of-ancient-charters/
B.Monroe’s Kentucky Reports,us,"B.Mon., Ky.(B.Mon.), Mon., Mon.B., Monroe, B.",https://legalabbrevs.cardiff.ac.uk/record/b-monroes-kentucky-reports/
Backes’ New Jersey Equity Reports,us,N.J.Eq.(Backes),https://legalabbrevs.cardiff.ac.uk/record/backes-new-jersey-equity-reports/
"Bacon, Case of Treason",uk,Bac.Ca.,https://legalabbrevs.cardiff.ac.uk/record/bacon-case-of-treason/
Bacon’s Chancery Reports,uk,"Bac.Chanc., Bac.Rep., Ritch.",https://legalabbrevs.cardiff.ac.uk/record/bacons-chancery-reports/
Baildon’s Select Cases in Chancery,uk,"Baild., Baildon Chan.",https://legalabbrevs.cardiff.ac.uk/record/baildons-select-cases-in-chancery/
Baildon’s Select Civil Pleas,uk,Baildon Civ.,https://legalabbrevs.cardiff.ac.uk/record/baildons-select-civil-pleas/
Bailey’s South Carolina Equity Reports,us,"Bai.Eq., Bail.Eq., Bail.Eq.(S.C.), Bailey, Bailey Ch., Bailey Eq., S.C.Eq.(Bail.Eq.)",https://legalabbrevs.cardiff.ac.uk/record/baileys-south-carolina-equity-reports/
Bailey’s South Carolina Law Reports,us,"Bai., Bail., Bail.L., Bail.L.(S.C.), Bailey, S.C.L.(Bail.)",https://legalabbrevs.cardiff.ac.uk/record/baileys-south-carolina-law-reports/
Balance Sheet,uk,B.S.,https://legalabbrevs.cardiff.ac.uk/record/balance-sheet/
"Baldwin’s Official Edition, Kentucky Revised Statutes and Rules Service",us,Ky.Rev.Stat.& R.Serv.,https://legalabbrevs.cardiff.ac.uk/record/baldwins-official-edition-kentucky-revised-statutes-and-rules-service/
"Baldwin’s Official Edition, Kentucky Revised Statutes Annotated",us,Ky.Rev.Stat.Ann.,https://legalabbrevs.cardiff.ac.uk/record/baldwins-official-edition-kentucky-revised-statutes-annotated/
Baldwin’s Ohio Legislative Service,us,Ohio Legis.Serv.,https://legalabbrevs.cardiff.ac.uk/record/baldwins-ohio-legislative-service/
Baldwin’s Ohio Revised Code Annotated,us,Ohio Rev.Code Ann. (Banks-Baldwin),https://legalabbrevs.cardiff.ac.uk/record/baldwins-ohio-revised-code-annotated/
Baldwin’s United States Circuit Court Reports,us,"Bald., Bald.C.C., Baldw.",https://legalabbrevs.cardiff.ac.uk/record/baldwins-united-states-circuit-court-reports/
Ballentine’s Law Dictionary,us,"Ballentine, Ballentine's Law Dict.",https://legalabbrevs.cardiff.ac.uk/record/ballentines-law-dictionary/
Baltimore City Reports,us,Baltimore R.,https://legalabbrevs.cardiff.ac.uk/record/baltimore-city-reports/
Bamber’s Report of Mining Cases decided by the Railway & Canal Commission,uk,Bamber,https://legalabbrevs.cardiff.ac.uk/record/bambers-report-of-mining-cases-decided-by-the-railway-canal-commission/
Bank of England Quarterly Bulletin,uk,B.E.Q.B.,https://legalabbrevs.cardiff.ac.uk/record/bank-of-england-quarterly-bulletin/
Banker,uk,Banker,https://legalabbrevs.cardiff.ac.uk/record/banker/
Bankers’ Law,uk,Bank. Law,https://legalabbrevs.cardiff.ac.uk/record/bankers-law/
Bankers’ Magazine,uk,Bankers Mag.,https://legalabbrevs.cardiff.ac.uk/record/bankers-magazine/
Banking and Financial Training,uk,B.& F.T.,https://legalabbrevs.cardiff.ac.uk/record/banking-and-financial-training/
Banking Law Journal,us,"B.L.J., Bank.L.J., Banking L.J.",https://legalabbrevs.cardiff.ac.uk/record/banking-law-journal/
Banking Law Review,us,Banking L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/banking-law-review/
Banking Reporter,us,Banking Rep.,https://legalabbrevs.cardiff.ac.uk/record/banking-reporter/
Banking World,uk,B.W.,https://legalabbrevs.cardiff.ac.uk/record/banking-world/
Bankruptcy and Insolvency Reports,uk,"B.& I., Bank.& Ins., Bank.& Ins.R., Bank.Insol.Rep., Bankr.Ins.R., Banks.& Ins., Das., Dasent",https://legalabbrevs.cardiff.ac.uk/record/bankruptcy-and-insolvency-reports/
Bankruptcy and Personal Insolvency Reports,uk,"B.P.I.R., BPIR",https://legalabbrevs.cardiff.ac.uk/record/bankruptcy-and-personal-insolvency-reports/
Bankruptcy Court Decisions,us,Bankr.Ct.Dec.,https://legalabbrevs.cardiff.ac.uk/record/bankruptcy-court-decisions/
Bankruptcy Developments Journal,us,Bankr.Dev.J.,https://legalabbrevs.cardiff.ac.uk/record/bankruptcy-developments-journal/
Bankruptcy Reporter,us,B.R.,https://legalabbrevs.cardiff.ac.uk/record/bankruptcy-reporter/
Bar Reports in all the Courts,uk,"Bar Re., Bar Rep., Bar.",https://legalabbrevs.cardiff.ac.uk/record/bar-reports-in-all-the-courts/
Barbour’s Chancery Cases on Contract,uk,Barbour,https://legalabbrevs.cardiff.ac.uk/record/barbours-chancery-cases-on-contract/
Barbour’s New York Chancery Reports,us,"Barb.Ch., Barb.Ch.(N.Y.)",https://legalabbrevs.cardiff.ac.uk/record/barbours-new-york-chancery-reports/
Barbour’s New York Supreme Court Reports,us,"B., Barb., Barb.S.C.",https://legalabbrevs.cardiff.ac.uk/record/barbours-new-york-supreme-court-reports/
Barnardiston’s Chancery Reports,uk,"Bar., Bar.Ch., Bar.Chy., Barn., Barn.C., Barn.Ch., Barnard.Ch., Barnard.Ch.Rep., Barnardiston C.C.",https://legalabbrevs.cardiff.ac.uk/record/barnardistons-chancery-reports/
Barnardiston’s King’s Bench Reports,uk,"Bar., Barn., Barn.K.B., Barnard., Barnard.K.B.",https://legalabbrevs.cardiff.ac.uk/record/barnardistons-kings-bench-reports/
"Barnes’ Notes of Practice, Common Pleas Reports",uk,"Bar.N., Barn., Barn.No., Barnes, Barnes N.C., Barnes Notes",https://legalabbrevs.cardiff.ac.uk/record/barnes-notes-of-practice-common-pleas-reports/
Barnewall & Adolphus’ King’s Bench Reports,uk,"B.& A., B.& Ad., Bar.& Ad., Barn & Adol, Barn.& Ad., Barn.& Ado.",https://legalabbrevs.cardiff.ac.uk/record/barnewall-adolphus-kings-bench-reports/
Barnewall & Alderson’s King’s Bench Reports,uk,"B.& A., B.& Ald., Bar.& Al., Barn.& Ald., Selw.& Barn.",https://legalabbrevs.cardiff.ac.uk/record/barnewall-aldersons-kings-bench-reports/
Barnewall & Cresswell’s King’s Bench Reports,uk,"B.& C., Barn.& C., Barn.& Cr., Barn.& Cress.",https://legalabbrevs.cardiff.ac.uk/record/barnewall-cresswells-kings-bench-reports/
Barrister,us,Barrister,https://legalabbrevs.cardiff.ac.uk/record/barrister/
Barron & Arnold’s Election Cases,uk,"B.& A., B.& Arn., Bar.& Arn., Barr.& Arn.",https://legalabbrevs.cardiff.ac.uk/record/barron-arnolds-election-cases/
Barron & Austin’s Election Cases,uk,"B.& A., B.& Aust., Bar.& Au., Bar.& Aust., Barr.& Aus.",https://legalabbrevs.cardiff.ac.uk/record/barron-austins-election-cases/
Barron & Holtzoff’s Federal Practice & Procedure,us,Barron & H.Fed.Pr.& Proc.,https://legalabbrevs.cardiff.ac.uk/record/barron-holtzoffs-federal-practice-procedure/
"Bartholoman’s Reports at the Yorkshire Lent Assize, March 9,1811",uk,Bartholoman,https://legalabbrevs.cardiff.ac.uk/record/bartholomans-reports-at-the-yorkshire-lent-assize-march-91811/
Baxter’s Contested Election Cases,us,Baxter,https://legalabbrevs.cardiff.ac.uk/record/baxters-contested-election-cases/
Baxter’s Tennessee Reports,us,"Bax., Baxter, Tenn.(Baxter)",https://legalabbrevs.cardiff.ac.uk/record/baxters-tennessee-reports/
Bay’s South Carolina Law Reports,us,"Bay, S.C.L.(Bay)",https://legalabbrevs.cardiff.ac.uk/record/bays-south-carolina-law-reports/
Baylor Law Review,us,"B.L.R., Baylor L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/baylor-law-review/
Beasley’s New Jersey Equity Reports,us,"Beas., Beasl., N.J.Eq.(Beasley)",https://legalabbrevs.cardiff.ac.uk/record/beasleys-new-jersey-equity-reports/
Beavan & Walford’s Railway & Canal Parliamentary Cases,uk,"Beav.& W., Beav.& W.Ry.Cas., Beav.& Wal., Beav.& Wal.Ry.Cas., Beav.R.& C., Beav.R.& C.Cas.",https://legalabbrevs.cardiff.ac.uk/record/beavan-walfords-railway-canal-parliamentary-cases/
Beavan’s Rolls Court Reports,uk,"B., Bea., Beav., Beavan Ch.",https://legalabbrevs.cardiff.ac.uk/record/beavans-rolls-court-reports/
Beaver County Legal Journal,us,"Beaver, Beaver Co.L.J.",https://legalabbrevs.cardiff.ac.uk/record/beaver-county-legal-journal/
Bee’s United States District Court Admiralty Reports,us,"Bee, Bee Adm.",https://legalabbrevs.cardiff.ac.uk/record/bees-united-states-district-court-admiralty-reports/
Behavioral Sciences and the Law,us,"Behav.Sci.& L., Behavioral Sci.& L.",https://legalabbrevs.cardiff.ac.uk/record/behavioral-sciences-and-the-law/
Bell’s Crown Cases Reserved,uk,"Bell, Bell C.C., Bell Cr.C., Bell Cr.Ca., Bell Cr.Cas.",https://legalabbrevs.cardiff.ac.uk/record/bells-crown-cases-reserved/
Bellewe’s King’s Bench Reports,uk,"Bel, Bell., Bell.Cas.t.R.II, Bell.Cas.t.Rich.II, Bellewe, Bellewe's Ca.t.R.II, Bellewe's Ca.temp.R.II, Y.B.Rich.II",https://legalabbrevs.cardiff.ac.uk/record/bellewes-kings-bench-reports/
Bellringer & Cotton’s Annotated Codes and Statutes,us,Ann.Codes & St.,https://legalabbrevs.cardiff.ac.uk/record/bellringer-cottons-annotated-codes-and-statutes/
Belt’s Supplement to Vesey Senior’s Chancery Reports,uk,"Belt Sup., Belt Sup.Ves., Belt Supp., Belt Ves.Sen., Belt's Supp., Ves.Sen.Supp., Ves.Sr.Supp.",https://legalabbrevs.cardiff.ac.uk/record/belts-supplement-to-vesey-seniors-chancery-reports/
Bench & Bar of Minnesota,us,Bench & B.Minn.,https://legalabbrevs.cardiff.ac.uk/record/bench-bar-of-minnesota/
Benedict on Admiralty,us,"Benedict, Admiralty",https://legalabbrevs.cardiff.ac.uk/record/benedict-on-admiralty/
Benedict’s United States District Court Reports,us,"Ben., Bened., Benedict",https://legalabbrevs.cardiff.ac.uk/record/benedicts-united-states-district-court-reports/
Benefits & Compensation International,uk,B.& C.Int.,https://legalabbrevs.cardiff.ac.uk/record/benefits-compensation-international/
Benefits Law Journal,us,Benefits L.J.,https://legalabbrevs.cardiff.ac.uk/record/benefits-law-journal/
Benloe & Dalison’s Common Pleas Reports,uk,"B.& D., Ben.& D., Ben.& Dal., Benl., Benl.& Dal., Benl.Old, Dal., Dal.C.P., Dalison",https://legalabbrevs.cardiff.ac.uk/record/benloe-dalisons-common-pleas-reports/
Benloe’s Common Pleas Reports,uk,"Ben.& D., Ben.& Dal., Benl., Benl.& D., Benl.Old, Dal.",https://legalabbrevs.cardiff.ac.uk/record/benloes-common-pleas-reports/
Benloe’s King’s Bench Reports,uk,"Ben., Ben.in Keil., Bendl., Bendloe, Benl., Benl.in Keil., Benl.K.B., Benl.New, Benloe",https://legalabbrevs.cardiff.ac.uk/record/benloes-kings-bench-reports/
Benloe’s Reports (anonymous reports at end),uk,"A.B., A/B, An., An.B.",https://legalabbrevs.cardiff.ac.uk/record/benloes-reports-anonymous-reports-at-end/
Berkeley Journal of Employment and Labour Law,us,Berkeley J.Emp.& Lab.L.,https://legalabbrevs.cardiff.ac.uk/record/berkeley-journal-of-employment-and-labour-law/
Berkeley Technology Law Journal,us,Berkeley Tech.L.J.,https://legalabbrevs.cardiff.ac.uk/record/berkeley-technology-law-journal/
Berkeley Women’s Law Journal,us,Berkeley Women's L.J.,https://legalabbrevs.cardiff.ac.uk/record/berkeley-womens-law-journal/
Berks County Law Journal,us,"Berk Co.L.J., Berks Co.L.J.",https://legalabbrevs.cardiff.ac.uk/record/berks-county-law-journal/
Best & Smith’s Queen’s Bench Reports,uk,"B.& S., B.S., Best & S., Best & Sm.",https://legalabbrevs.cardiff.ac.uk/record/best-smiths-queens-bench-reports/
Best’s Review Life-Health Insurance Edition,us,Bests Rev.L./H.,https://legalabbrevs.cardiff.ac.uk/record/bests-review-life-health-insurance-edition/
Best’s Review Property-Casualty Insurance Edition,us,Bests Rev.P./C.,https://legalabbrevs.cardiff.ac.uk/record/bests-review-property-casualty-insurance-edition/
Bi-Monthly Law Review,us,Bi-Mo.L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/bi-monthly-law-review/
Bibb’s Kentucky Reports,us,"Bibb, Bibb(Ky.), Ky.(Bibb)",https://legalabbrevs.cardiff.ac.uk/record/bibbs-kentucky-reports/
Bigelow’s Cases from William I to Richard I,uk,"Big.Cas., Cas.Wm.I., Law Cas.Wm.I.",https://legalabbrevs.cardiff.ac.uk/record/bigelows-cases-from-william-i-to-richard-i/
BILETA Newsletter,uk,BILETA News.,https://legalabbrevs.cardiff.ac.uk/record/bileta-newsletter/
Bingham’s Common Pleas Reports,uk,Bing.,https://legalabbrevs.cardiff.ac.uk/record/binghams-common-pleas-reports/
"Bingham’s New Cases, English Common Pleas",uk,"B.N.C., Bing.N.C., Bing.N.Cas, N.C., New Cas.",https://legalabbrevs.cardiff.ac.uk/record/binghams-new-cases-english-common-pleas/
Binney’s Pennsylvania Reports,us,"Bin., Binn., Binn.(Pa.)",https://legalabbrevs.cardiff.ac.uk/record/binneys-pennsylvania-reports/
Biochemical Ethics Reviews,us,Biochemical Eth.Revs.,https://legalabbrevs.cardiff.ac.uk/record/biochemical-ethics-reviews/
"Birkenhead’s Judgements, House of Lords",uk,Birk.J.,https://legalabbrevs.cardiff.ac.uk/record/birkenheads-judgements-house-of-lords/
Birmingham Court of Requests,uk,Hutton,https://legalabbrevs.cardiff.ac.uk/record/birmingham-court-of-requests/
Bissell’s United States Circuit Court Reports,us,"Bis., Biss.",https://legalabbrevs.cardiff.ac.uk/record/bissells-united-states-circuit-court-reports/
"Bittleston, Wise & Parnell’s New Magistrates’ Cases",uk,"Bit.& Wise, Bitt.W.& P., Mag.Cas., New Mag.Cas.",https://legalabbrevs.cardiff.ac.uk/record/bittleston-wise-parnells-new-magistrates-cases/
Bittleston’s Practice under the Judicature Acts,uk,"Bitt.P.C., Bitt.Pr.Cas., Bitt.Pr.Case, Bitt.Prac.Cas., Bitt.Prac.Case, Lah.",https://legalabbrevs.cardiff.ac.uk/record/bittlestons-practice-under-the-judicature-acts/
"Bittleston’s Reports in Chambers, Queen’s Bench Division",uk,"Bitt., Bitt.Ch., Bitt.Ch.Cas., Bitt.Cha.Cas., Bitt.Chamb.Rep., Bitt.Rep.in Ch., Rep.in Ch.",https://legalabbrevs.cardiff.ac.uk/record/bittlestons-reports-in-chambers-queens-bench-division/
Black Law Journal,us,Black L.J.,https://legalabbrevs.cardiff.ac.uk/record/black-law-journal/
Black’s Supreme Court Reports,us,"Black, Black R., Black., U.S.(Black)",https://legalabbrevs.cardiff.ac.uk/record/blacks-supreme-court-reports/
Blackerby’s Magistrates’ Reports,uk,"Black., Black.Jus.",https://legalabbrevs.cardiff.ac.uk/record/blackerbys-magistrates-reports/
Blackford’s Indiana Reports,us,"Black., Blackf., Blackf.(Ind.)",https://legalabbrevs.cardiff.ac.uk/record/blackfords-indiana-reports/
Blackmore’s Speaker’s Decisions,uk,Blackmore,https://legalabbrevs.cardiff.ac.uk/record/blackmores-speakers-decisions/
"Blair County Law Reporter, Second Series",us,"Blair Co.L.R., 2d, Col.L.R.",https://legalabbrevs.cardiff.ac.uk/record/blair-county-law-reporter-second-series/
Blair County Reports,us,"Blair Co., Blair Co.L.R., Blair Co.L.R.(Pa.)",https://legalabbrevs.cardiff.ac.uk/record/blair-county-reports/
Bland’s Maryland Chancery Reports,us,"Bland, Bland Ch.(Md.), Bland's Ch.",https://legalabbrevs.cardiff.ac.uk/record/blands-maryland-chancery-reports/
Blatchford & Howland’s United States District Court Reports,us,"B.& H., Blatchf.& H.",https://legalabbrevs.cardiff.ac.uk/record/blatchford-howlands-united-states-district-court-reports/
Blatchford’s United States Circuit Court Reports,us,"Bl., Bl.C.C., Blatchf., Blatchf.C.C.",https://legalabbrevs.cardiff.ac.uk/record/blatchfords-united-states-circuit-court-reports/
Blatchford’s United States District Court Prize Cases,us,"Blatchf.Pr.Cas., Blatchf.Prize Cas.",https://legalabbrevs.cardiff.ac.uk/record/blatchfords-united-states-district-court-prize-cases/
Bligh’s House of Lords Reports,uk,"Bli., Bli.(O.S.)., Bligh",https://legalabbrevs.cardiff.ac.uk/record/blighs-house-of-lords-reports/
"Bligh’s House of Lords Reports, New Series",uk,"Bl.N.S., Bli.(N.S.), Bli.N.S., Bligh N.S.",https://legalabbrevs.cardiff.ac.uk/record/blighs-house-of-lords-reports-new-series/
Blue Sky Law Reports,us,Blue Sky L.Rep.,https://legalabbrevs.cardiff.ac.uk/record/blue-sky-law-reports/
Blume’s Supreme Court Transactions,us,"Blume S.C., Blume Sup.Ct.Trans.",https://legalabbrevs.cardiff.ac.uk/record/blumes-supreme-court-transactions/
Blume’s Unreported Opinions,us,"Blume Op., Blume Unrep.Op.",https://legalabbrevs.cardiff.ac.uk/record/blumes-unreported-opinions/
Blumfield’s Manumission Cases,us,Blumfield,https://legalabbrevs.cardiff.ac.uk/record/blumfields-manumission-cases/
Board of Contract Appeal Decisions,us,Bd.Cont.App.Dec.,https://legalabbrevs.cardiff.ac.uk/record/board-of-contract-appeal-decisions/
Board of Tax Appeals Memorandum Decisions,us,B.T.A.M.(P-H),https://legalabbrevs.cardiff.ac.uk/record/board-of-tax-appeals-memorandum-decisions/
Board of Tax Appeals Reports,us,B.T.A.,https://legalabbrevs.cardiff.ac.uk/record/board-of-tax-appeals-reports/
Bohun’s Election Cases,uk,Bohun,https://legalabbrevs.cardiff.ac.uk/record/bohuns-election-cases/
Bond’s United States Circuit Court Reports,us,Bond,https://legalabbrevs.cardiff.ac.uk/record/bonds-united-states-circuit-court-reports/
Bosanquet & Puller’s Common Pleas Reports,uk,"B.& P., Bos.& P., Bos.& Pu., Bos.& Pul.",https://legalabbrevs.cardiff.ac.uk/record/bosanquet-pullers-common-pleas-reports/
"Bosanquet & Puller’s New Reports, Common Pleas",uk,"B.& P.N.R., B.P.N.R., Bos.& P.N.R., Bos.& Pul.N.R., Bos.N.R., N.R., N.R.B.P., New Rep.",https://legalabbrevs.cardiff.ac.uk/record/bosanquet-pullers-new-reports-common-pleas/
Boscowen’s Convictions on Penal Statutes,uk,Boscowen,https://legalabbrevs.cardiff.ac.uk/record/boscowens-convictions-on-penal-statutes/
Boston Bar Journal,us,Boston Bar J.,https://legalabbrevs.cardiff.ac.uk/record/boston-bar-journal/
Boston College Environmental Affairs Law Review,us,"B.C.Envtl.Aff.L.Rev., Boston Coll.Envtl.Aff.L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/boston-college-environmental-affairs-law-review/
Boston College Industrial and Commercial Law Review,us,Boston Coll.Int'l & Comp.L.Rev.,https://legalabbrevs.cardiff.ac.uk/record/boston-college-industrial-and-commercial-law-review/
Boston College International and Comparative Law Journal,us,Boston Coll.Int'l & Comp.L.J.,https://legalabbrevs.cardiff.ac.uk/record/boston-college-international-and-comparative-law-journal/
Boston College International and Comparative Law Review,us,"B.C.Int'l & Comp.L.Rev., Boston Coll.Int'l & Comp.L.J.Rev.",https://legalabbrevs.cardiff.ac.uk/record/boston-college-international-and-comparative-law-review/
Boston College Law Review,us,"B.C.L.Rev., Boston Coll.L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/boston-college-law-review/
Boston College Third World Law Journal,us,"B.C.Third World L.J., Boston Coll Third World LJ, Boston Coll.Third World L.J.",https://legalabbrevs.cardiff.ac.uk/record/boston-college-third-world-law-journal/
Boston University International Law Journal,us,"B.U.Int'l L.J., Boston U.Int'l L.J.",https://legalabbrevs.cardiff.ac.uk/record/boston-university-international-law-journal/
Boston University Journal of Tax Law,us,"B.U.J.Tax Law, Boston U.J.Tax.L.",https://legalabbrevs.cardiff.ac.uk/record/boston-university-journal-of-tax-law/
Boston University Law Review,us,"B.U.L.Rev., Bost.U.L.Rev., Boston U.L.R., Boston.U.L.Rev.",https://legalabbrevs.cardiff.ac.uk/record/boston-university-law-review/
Boston University Public Interest Law Journal,us,B.U.Pub.Int.L.J.,https://legalabbrevs.cardiff.ac.uk/record/boston-university-public-interest-law-journal/
Bosworth’s New York Superior Court Reports,us,"Bos., Bosw., Bosworth",https://legalabbrevs.cardiff.ac.uk/record/bosworths-new-york-superior-court-reports/
Bott’s Poor Law Cases,uk,"B.P.L., B.P.L.Cas., Bott, Bott P.L.Cas., Bott P.L.Const., Bott Poor Law Cas., Bott Set.Cas., Botts P.L., Botts P.L.Cas., Const.",https://legalabbrevs.cardiff.ac.uk/record/botts-poor-law-cases/
Bourke’s Parliamentary Precedents,uk,Bourke P.P.,https://legalabbrevs.cardiff.ac.uk/record/bourkes-parliamentary-precedents/
Boyce’s Delaware Reports,us,"Boyce, Del.(Boyce)",https://legalabbrevs.cardiff.ac.uk/record/boyces-delaware-reports/
Bracton Law Journal,uk,Bracton L.J.,https://legalabbrevs.cardiff.ac.uk/record/bracton-law-journal/
"Bracton’s Note Book, King’s Bench",uk,"Br.N.B., Bra., Brac., Bract., Bracton",https://legalabbrevs.cardiff.ac.uk/record/bractons-note-book-kings-bench/
"Bradbury’s Pleading and Practice Reports, New York",us,"Bradb., Bradbury",https://legalabbrevs.cardiff.ac.uk/record/bradburys-pleading-and-practice-reports-new-york/
Bradford’s Iowa Reports,us,"Brad., Bradf., Bradford",https://legalabbrevs.cardiff.ac.uk/record/bradfords-iowa-reports/
Bradford’s New York Surrogate Court Reports,us,"Brad., Bradf., Bradf.Sur., Bradf.Surr., Bradford",https://legalabbrevs.cardiff.ac.uk/record/bradfords-new-york-surrogate-court-reports/
Bradwell’s Illinois Appeal Court Reports,us,App.Ct.Rep.,https://legalabbrevs.cardiff.ac.uk/record/bradwells-illinois-appeal-court-reports/
Brandeis Journal of Family Law,us,Brandeis J.Fam.L.,https://legalabbrevs.cardiff.ac.uk/record/brandeis-journal-of-family-law/
Brandeis Law Journal,us,Brandeis L.J.,https://legalabbrevs.cardiff.ac.uk/record/brandeis-law-journal/
Brayton’s Vermont Reports,us,"Brayt., Brayton (Vt.)",https://legalabbrevs.cardiff.ac.uk/record/braytons-vermont-reports/
Breese’s Illinois Reports,us,"Breese, Ill.(Breese)",https://legalabbrevs.cardiff.ac.uk/record/breeses-illinois-reports/
"Breese’s Reports, Appendix",us,"Ap.Bre., Appx.Bre.",https://legalabbrevs.cardiff.ac.uk/record/breeses-reports-appendix/
Brevard’s South Carolina Reports,us,"Brev., S.C.L.(Brev)",https://legalabbrevs.cardiff.ac.uk/record/brevards-south-carolina-reports/
Brewing Trade Review Licensing Law Reports,uk,"B.T.R., B.T.R.L.R., Brew.Tr.Rev.",https://legalabbrevs.cardiff.ac.uk/record/brewing-trade-review-licensing-law-reports/
