# legalhist.whitelist candidates for OCR digit-corrupted reporter abbreviations
# sample: 1052158 pages (10.0% of moml.page_ocrtext)
# reporter_standard is proposed by stripping letter-flanked digits and
# looking the result up in the current whitelist. REVIEW BEFORE APPLYING.
# confidence is "canonical" when the stripped spelling is itself a reporter in
# legalhist.reporters, and "via-variant" when it is another whitelist variant
# that maps onward, in which case the proposal inherits that entry's looseness.
#
# count	reporter_found	stripped	reporter_standard	confidence	example
#UNRESOLVED	1	"Cri3S W. Smith"	"CriS W. Smith"	"220 Cri3S W. Smith, 25"
#UNRESOLVED	1	"Crl1m. Law Ilag."	"Crlm. Law Ilag."	"12 Crl1m. Law Ilag. 377"
#UNRESOLVED	1	"Crom. M. c4Ros."	"Crom. M. cRos."	"1 Crom. M. c4Ros. 768"
#UNRESOLVED	1	"Cromp. & Jer. S1oi"	"Cromp. & Jer. Soi"	"1 Cromp. & Jer. S1oi 8"
#UNRESOLVED	1	"Cru2ise T"	"Cruise T"	"3 Cru2ise T 1"
#UNRESOLVED	1	"Cu1lh."	"Culh."	"9 Cu1lh. 573"
#UNRESOLVED	1	"Cu3i."	"Cui."	"12 Cu3i., 320"
#UNRESOLVED	1	"Cuil. W5S."	"Cuil. WS."	"7 Cuil. W5S. 4"
#UNRESOLVED	1	"Cular4aium"	"Cularaium"	"2 Cular4aium, 23"
#UNRESOLVED	1	"Cush. (M1ss.)"	"Cush. (Mss.)"	"11 Cush. (M1ss.) 97"
#UNRESOLVED	1	"Cush. Ms1ass.)"	"Cush. Msass.)"	"11 Cush. Ms1ass.) 2"
#UNRESOLVED	1	"Cush. P4l. Iayes"	"Cush. Pl. Iayes"	"6 Cush. P4l. Iayes, 484"
#UNRESOLVED	1	"D IIn Ep1ity."	"D IIn Epity."	"4 D\n\t\t\tIIn Ep1ity.\n\t\t\t206"
#UNRESOLVED	1	"D)aie, A)br. I0S"	"D)aie, A)br. IS"	"3 D)aie, A)br. I0S, 110"
#UNRESOLVED	1	"D. & M0o"	"D. & Mo"	"2 D. & M0o 14"
#UNRESOLVED	1	"D. Rt7s, M."	"D. Rts, M."	"14 D. Rt7s, M. 3516"
#UNRESOLVED	1	"D0li. p."	"Dli. p."	"1 D0li. p. 11"
#UNRESOLVED	1	"D1AMAGES"	"DAMAGES"	"5\n\t\t\tD1AMAGES 01"
#UNRESOLVED	1	"D1b"	"Db"	"1 D1b 407"
#UNRESOLVED	1	"D1e"	"De"	"2 D1e, 2"
#UNRESOLVED	1	"D1e (. .M. & G."	"De (. .M. & G."	"6 D1e (. .M. & G. 535"
#UNRESOLVED	1	"D1e."	"De."	"1 D1e. 356"
#UNRESOLVED	1	"D1ier (N. Y.)"	"Dier (N. Y.)"	"1 D1ier (N. Y.),\n\t\t\t2"
#UNRESOLVED	1	"D1l."	"Dl."	"61 D1l. 885"
#UNRESOLVED	1	"D1lll."	"Dlll."	"2 D1lll. 116"
#UNRESOLVED	1	"D1mrl."	"Dmrl."	"2 D1mrl. 444"
#UNRESOLVED	1	"D1nv."	"Dnv."	"2 D1nv. 163"
#UNRESOLVED	1	"D1owl. N.S."	"Dowl. N.S."	"1 D1owl. N.S. 683"
#UNRESOLVED	1	"D1r & Sm."	"Dr & Sm."	"1 D1r & Sm. 395"
#UNRESOLVED	1	"D1ry . Bond"	"Dry . Bond"	"132 D1ry . Bond, 247"
#UNRESOLVED	1	"D1v"	"Dv"	"3 D1v, 90"
#UNRESOLVED	1	"D2ly"	"Dly"	"6 D2ly, 412"
#UNRESOLVED	1	"D3nll."	"Dnll."	"2 D3nll. 336"
#UNRESOLVED	1	"D3sau."	"Dsau."	"4 D3sau. 122"
#UNRESOLVED	1	"D3von, JJ."	"Dvon, JJ."	"122 D3von, JJ., 1"
#UNRESOLVED	1	"D4aid. & L."	"Daid. & L."	"1 D4aid. & L. 9"
#UNRESOLVED	1	"D6ccmbre"	"Dccmbre"	"24 D6ccmbre, 1780"
#UNRESOLVED	1	"D6ds. Adm."	"Dds. Adm."	"1 D6ds. Adm. 288"
#UNRESOLVED	1	"D6lage"	"Dlage"	"208 D6lage, 148"
#UNRESOLVED	1	"D6wL"	"DwL"	"2 D6wL 189"
#UNRESOLVED	1	"D9SeptllO"	"DSeptllO"	"4 D9SeptllO\n\t\t\t69"
#UNRESOLVED	1	"DBo0l."	"DBol."	"1 DBo0l. 301"
#UNRESOLVED	1	"DEC. S1ST"	"DEC. SST"	"890 DEC. S1ST, 1"
#UNRESOLVED	1	"DECLARATIONS I1N"	"DECLARATIONS IN"	"230\n\t\t\tDECLARATIONS I1N 1"
#UNRESOLVED	1	"DEFBKT8Be"	"DEFBKTBe"	"85 DEFBKT8Be\n\t\t\t4"
#UNRESOLVED	1	"DEVIs8Es n (h)"	"DEVIsEs n (h)"	"666\n\t\t\tDEVIs8Es n (h) 6"
#UNRESOLVED	1	"DIB1L Cr. Proo."	"DIBL Cr. Proo."	"2 DIB1L Cr. Proo. 8"
#UNRESOLVED	1	"DICE3i)"	"DICEi)"	"775 DICE3i) 0"
#UNRESOLVED	1	"Da2l Rep."	"Dal Rep."	"4 Da2l Rep. 325"
#UNRESOLVED	1	"Dat p. óA4p Teó."	"Dat p. óAp Teó."	"4 Dat p. óA4p Teó. 3"
#UNRESOLVED	1	"Days. W. C. W1LDER"	"Days. W. C. WLDER"	"120 Days. W. C. W1LDER, 1"
#UNRESOLVED	1	"Db1ll."	"Dbll."	"3 Db1ll. 122"
#UNRESOLVED	1	"Dcv. & D1I."	"Dcv. & DI."	"4 Dcv. & D1I. 442"
#UNRESOLVED	1	"De Br1rer"	"De Brrer"	"3 De Br1rer, 2"
#UNRESOLVED	1	"De G. A1T. & G."	"De G. AT. & G."	"6 De G. A1T. & G. 560"
#UNRESOLVED	1	"De. G. & S1n"	"De. G. & Sn"	"5 De. G. & S1n 723"
#UNRESOLVED	1	"De1n. C. C. ."	"Den. C. C. ."	"1 De1n. C. C. . 157"
#UNRESOLVED	1	"De1r."	"Der."	"4 De1r. 15"
#UNRESOLVED	1	"Dea8us."	"Deaus."	"8 Dea8us. 823"
#UNRESOLVED	1	"Decs8au. R."	"Decsau. R."	"2 Decs8au. R. 242"
#UNRESOLVED	1	"Dee. I1ep."	"Dee. Iep."	"11 Dee. I1ep. 246"
#UNRESOLVED	1	"Den0l."	"Denl."	"5 Den0l. 385"
#UNRESOLVED	1	"Dev. (N. C.) E1q."	"Dev. (N. C.) Eq."	"2 Dev. (N. C.) E1q. 19"
#UNRESOLVED	1	"Ditto, iIn I8o"	"Ditto, iIn Io"	"91 Ditto, iIn I8o, 9"
#UNRESOLVED	1	"Ditto, in i8oo"	"Ditto, in ioo"	"12 Ditto, in i8oo, 1"
#UNRESOLVED	1	"Dl1ng."	"Dlng."	"4 Dl1ng. 09"
#UNRESOLVED	1	"Do. CMeKl1nzi ....."	"Do. CMeKlnzi ....."	"741 Do. CMeKl1nzi ..... 2"
#UNRESOLVED	1	"Dol1rns"	"Dolrns"	"03 Dol1rns 1"
#UNRESOLVED	1	"Domest e. He7ller"	"Domest e. Heller"	"41 Domest e. He7ller, 67"
#UNRESOLVED	1	"Dors6y"	"Dorsy"	"1 Dors6y, 565"
#UNRESOLVED	1	"Doug. i6j"	"Doug. ij"	"4 Doug. i6j, 165"
#UNRESOLVED	1	"Doulgl. (lSic7i.)"	"Doulgl. (lSici.)"	"1 Doulgl. (lSic7i.) 282"
#UNRESOLVED	1	"Dow. & l1y."	"Dow. & ly."	"1 Dow. & l1y. 97"
#UNRESOLVED	1	"Dowl. & R1l."	"Dowl. & Rl."	"1 Dowl. & R1l. 35"
#UNRESOLVED	1	"Dowl. & R3l."	"Dowl. & Rl."	"8 Dowl. & R3l. 651"
#UNRESOLVED	1	"Dr. & W4r."	"Dr. & Wr."	"2 Dr. & W4r., 80"
#UNRESOLVED	1	"Draxw Sc0roopc"	"Draxw Scroopc"	"232 Draxw Sc0roopc 027"
#UNRESOLVED	1	"Du1ly"	"Duly"	"2 Du1ly, 298"
#UNRESOLVED	1	"Duguid, i8th Mar."	"Duguid, ith Mar."	"2 Duguid, i8th Mar. 1865"
#UNRESOLVED	1	"Dumfries, F2b."	"Dumfries, Fb."	"2 Dumfries, F2b. 18"
#UNRESOLVED	1	"Dur7nf. f East"	"Durnf. f East"	"3 Dur7nf. f East, 169"
#UNRESOLVED	1	"E Deo7G"	"E DeoG"	"1 E Deo7G\n\t\t\t12"
#UNRESOLVED	1	"E as4t"	"E ast"	"11 E as4t, 112"
#UNRESOLVED	1	"E lxpa2rte"	"E lxparte"	"489 E lxpa2rte, 53"
#UNRESOLVED	1	"E r1lli"	"E rlli"	"2 E r1lli 11"
#UNRESOLVED	1	"E.c1h."	"E.ch."	"9 E.c1h. 531"
#UNRESOLVED	1	"E0II."	"EII."	"2 E0II. 7"
#UNRESOLVED	1	"E0p. Rep."	"Ep. Rep."	"1 E0p. Rep. 22"
#UNRESOLVED	1	"E1Sp."	"ESp."	"5 E1Sp. 76"
#UNRESOLVED	1	"E1Sxela."	"ESxela."	"49 E1Sxela. 2"
#UNRESOLVED	1	"E1TC."	"ETC."	"3 E1TC.\n\t\t\t1"
#UNRESOLVED	1	"E1ast, It."	"East, It."	"5 E1ast, It. 430"
#UNRESOLVED	1	"E1dm. Stats."	"Edm. Stats."	"2 E1dm. Stats. 483"
#UNRESOLVED	1	"E1dtw. I. st."	"Edtw. I. st."	"13 E1dtw. I. st. 3"
#UNRESOLVED	1	"E1g."	"Eg."	"5 E1g. 9"
#UNRESOLVED	1	"E1g. Law & Fl."	"Eg. Law & Fl."	"21 E1g. Law & Fl. 5"
#UNRESOLVED	1	"E1h"	"Eh"	"1 E1h 1"
#UNRESOLVED	1	"E1l. & Ell."	"El. & Ell."	"3 E1l. & Ell., 392"
#UNRESOLVED	1	"E1l. .&"	"El. .&"	"2 E1l. .& 1"
#UNRESOLVED	1	"E1l. Al."	"El. Al."	"1 E1l. Al. 382"
#UNRESOLVED	1	"E1l. I. Sltat. . ."	"El. I. Sltat. . ."	"13 E1l. I. Sltat. . . 7"
#UNRESOLVED	1	"E1li. i."	"Eli. i."	"4 E1li. i. 7"
#UNRESOLVED	1	"E1lw."	"Elw."	"8 E1lw. 7"
#UNRESOLVED	1	"E1lw. Ill."	"Elw. Ill."	"21 E1lw. Ill., 45"
#UNRESOLVED	1	"E1lw. VII. c."	"Elw. VII. c."	"6 E1lw. VII. c. 48"
#UNRESOLVED	1	"E1n. L. & Eq."	"En. L. & Eq."	"17 E1n. L. & Eq., 53"
#UNRESOLVED	1	"E1ng . L."	"Eng . L."	"7 E1ng . L. 108"
#UNRESOLVED	1	"E1ng. Law and E1i."	"Eng. Law and Ei."	"25 E1ng. Law and E1i. 1"
#UNRESOLVED	1	"E1nglish)"	"English)"	"3 E1nglish) 494"
#UNRESOLVED	1	"E1p. N."	"Ep. N."	"2 E1p. N. 1"
#UNRESOLVED	1	"E1q. & i6Vic.c."	"Eq. & iVic.c."	"4 E1q.\n\t\t\t& i6Vic.c. 6"
#UNRESOLVED	1	"E1st"	"Est"	"9 E1st, 360"
#UNRESOLVED	1	"E1w."	"Ew."	"25 E1w. 3"
#UNRESOLVED	1	"E1wtv."	"Ewtv."	"1 E1wtv. 6"
#UNRESOLVED	1	"E1xh."	"Exh."	"3 E1xh. 48"
#UNRESOLVED	1	"E1z. ."	"Ez. ."	"9 E1z. . 101"
#UNRESOLVED	1	"E2W."	"EW."	"4 E2W. 7"
#UNRESOLVED	1	"E3dw, VII. . o."	"Edw, VII. . o."	"6 E3dw, VII. . o. 8"
#UNRESOLVED	1	"E3p."	"Ep."	"4 E3p. 182"
#UNRESOLVED	1	"E3p. R."	"Ep. R."	"4 E3p. R. 219"
#UNRESOLVED	1	"E3st"	"Est"	"5 E3st, 2"
#UNRESOLVED	1	"E3st."	"Est."	"1 E3st. 133"
#UNRESOLVED	1	"E4at."	"Eat."	"9 E4at. 4"
#UNRESOLVED	1	"E4dw. I, cc."	"Edw. I, cc."	"13 E4dw. I, cc. 21"
#UNRESOLVED	1	"E4i. . ."	"Ei. . ."	"12 E4i. . . 19"
#UNRESOLVED	1	"E4lt, P. C."	"Elt, P. C."	"2 E4lt, P. C. 980"
#UNRESOLVED	1	"E4xcb"	"Excb"	"1 E4xcb, 300"
#UNRESOLVED	1	"E5D. rep."	"ED. rep."	"4 E5D. rep. 4"
#UNRESOLVED	1	"E6p."	"Ep."	"1 E6p. 75"
#UNRESOLVED	1	"E7iz. cap."	"Eiz. cap."	"5 E7iz. cap. 5"
#UNRESOLVED	1	"E8p. N. P. C."	"Ep. N. P. C."	"3 E8p. N. P. C., 209"
#UNRESOLVED	1	"E8w."	"Ew."	"8 E8w. 45"
#UNRESOLVED	1	"E8yes . S."	"Eyes . S."	"8\n\t\t\tE8yes . S. 2"
#UNRESOLVED	1	"E9p. R."	"Ep. R."	"5 E9p. R. 120"
#UNRESOLVED	1	"EASEM1ENTS"	"EASEMENTS"	"229 EASEM1ENTS, 243"
#UNRESOLVED	1	"EIUiRIt iAIM1Y MlAY"	"EIUiRIt iAIMY MlAY"	"11 EIUiRIt iAIM1Y MlAY 1"
#UNRESOLVED	1	"ELIZA3BETH, c."	"ELIZABETH, c."	"5 ELIZA3BETH, c. 9"
#UNRESOLVED	1	"ELl. & I1l."	"ELl. & Il."	"6 ELl. & I1l. 902"
#UNRESOLVED	1	"EN8INADA PORT"	"ENINADA PORT"	"1 EN8INADA PORT 1"
#UNRESOLVED	1	"EQULTA1HLI ASSETS"	"EQULTAHLI ASSETS"	"120 EQULTA1HLI ASSETS, 14"
#UNRESOLVED	1	"ER1RO."	"ERRO."	"70\n\t\t\tER1RO.\n\t\t\t1169"
#UNRESOLVED	1	"ES1l."	"ESl."	"3 ES1l. 258"
#UNRESOLVED	1	"EU1z c."	"EUz c."	"13 EU1z c. 7"
#UNRESOLVED	1	"EVICT5D TENANT ."	"EVICTD TENANT ."	"068 EVICT5D TENANT . 1068"
#UNRESOLVED	1	"EVJ1DENCE"	"EVJDENCE"	"143 EVJ1DENCE, 415"
#UNRESOLVED	1	"Ea0t"	"Eat"	"13 Ea0t, 331"
#UNRESOLVED	1	"Ea3t."	"Eat."	"16 Ea3t. 36"
#UNRESOLVED	1	"Early t. B.wr6nB"	"Early t. B.wrnB"	"114 Early t. B.wr6nB, 64"
#UNRESOLVED	1	"East, G2G."	"East, GG."	"7 East, G2G. 551"
#UNRESOLVED	1	"East, G5G)"	"East, GG)"	"0 East, G5G) 170"
#UNRESOLVED	1	"East, Z5or."	"East, Zor."	"14 East, Z5or.\n\t\t\t3"
#UNRESOLVED	1	"East, i7th Dec."	"East, ith Dec."	"6 East,\n\t\t\ti7th Dec. 1744"
#UNRESOLVED	1	"East, s5o.."	"East, so.."	"2 East, s5o.. 37"
#UNRESOLVED	1	"Ec. A6r."	"Ec. Ar."	"4 Ec. A6r. 447"
#UNRESOLVED	1	"Ed. I1I., at p."	"Ed. II., at p."	"12 Ed. I1I., at\n\t\t\tp. 32"
#UNRESOLVED	1	"Ed1vw."	"Edvw."	"6 Ed1vw. 7"
#UNRESOLVED	1	"Ed1w. Cl. It."	"Edw. Cl. It."	"3 Ed1w. Cl. It. 487"
#UNRESOLVED	1	"Ed1w. Vl. e."	"Edw. Vl. e."	"3 Ed1w. Vl. e.\n\t\t\t60"
#UNRESOLVED	1	"Edso1n"	"Edson"	"1 Edso1n 7"
#UNRESOLVED	1	"Edv. V1I. c.."	"Edv. VI. c.."	"8 Edv. V1I. c.. 7"
#UNRESOLVED	1	"Edw. V1i. c."	"Edw. Vi. c."	"8 Edw. V1i. c. 67"
#UNRESOLVED	1	"Edwards, E1x parle"	"Edwards, Ex parle"	"168 Edwards, E1x parle 28"
#UNRESOLVED	1	"Egerth4n"	"Egerthn"	"11 Egerth4n 1"
#UNRESOLVED	1	"Ei1z . ly."	"Eiz . ly."	"18 Ei1z . ly. 53"
#UNRESOLVED	1	"Eiq. ti0l"	"Eiq. til"	"1 Eiq. ti0l 4444"
#UNRESOLVED	1	"El. &B1I."	"El. &BI."	"1 El. &B1I. 722"
#UNRESOLVED	1	"El0ctMl. Pttfd."	"ElctMl. Pttfd."	"853\n\t\t\tEl0ctMl. Pttfd. 18"
#UNRESOLVED	1	"El1os, Matter of"	"Elos, Matter of"	"98 El1os, Matter of, 01"
#UNRESOLVED	1	"El1z"	"Elz"	"43 El1z, 11"
#UNRESOLVED	1	"El2i. c."	"Eli. c."	"13 El2i. c. 2"
#UNRESOLVED	1	"El6mcntairc, vol."	"Elmcntairc, vol."	"6 El6mcntairc, vol. 2"
#UNRESOLVED	1	"El7ell"	"Elell"	"310 El7ell, 1"
#UNRESOLVED	1	"El7lw."	"Ellw."	"8 El7lw. 7"
#UNRESOLVED	1	"Elcgal3ded"	"Elcgalded"	"1 Elcgal3ded 113"
#UNRESOLVED	1	"Elil. I J1ac. I c. I."	"Elil. I Jac. I c. I."	"7 Elil. I J1ac. I c. I. 1"
#UNRESOLVED	1	"Ell. & I3l."	"Ell. & Il."	"3 Ell. & I3l. 40"
#UNRESOLVED	1	"Ellicottv. M3osier"	"Ellicottv. Mosier"	"2 Ellicottv. M3osier, 11"
#UNRESOLVED	1	"Ellis, i4th Dec."	"Ellis, ith Dec."	"4 Ellis, i4th Dec. 1836"
#UNRESOLVED	1	"Em6rig. Assur. ch."	"Emrig. Assur. ch."	"1 Em6rig. Assur. ch. 11"
#UNRESOLVED	1	"Em6rigon, c."	"Emrigon, c."	"1 Em6rigon, c. 4"
#UNRESOLVED	1	"Emi6rigon, oh."	"Emirigon, oh."	"1 Emi6rigon, oh. 12"
#UNRESOLVED	1	"EnRO1n."	"EnROn."	"3 EnRO1n.\n\t\t\t725"
#UNRESOLVED	1	"Eng. L. & E1q. Rep."	"Eng. L. & Eq. Rep."	"26 Eng. L. & E1q. Rep. 57"
#UNRESOLVED	1	"Eng. L. & F1q."	"Eng. L. & Fq."	"37 Eng. L. & F1q. 218"
#UNRESOLVED	1	"Eng. Law & E1i."	"Eng. Law & Ei."	"25 Eng. Law & E1i. 76"
#UNRESOLVED	1	"Eq. I9cj (Chan."	"Eq. Icj (Chan."	"26 Eq. I9cj (Chan. 1875"
#UNRESOLVED	1	"Eq. da A1h."	"Eq. da Ah."	"1 Eq. da A1h. 175"
#UNRESOLVED	1	"Eq. i3i."	"Eq. ii."	"16 Eq. i3i. 25"
#UNRESOLVED	1	"Equ7al."	"Equal."	"1 Equ7al., 7"
#UNRESOLVED	1	"Erski5ie, iii"	"Erskiie, iii"	"3 Erski5ie, iii, 2"
#UNRESOLVED	1	"Esp. Cas. butsee4T.R."	"Esp. Cas. butseeT.R."	"2 Esp. Cas. butsee4T.R. 5"
#UNRESOLVED	1	"Esp. Re1l."	"Esp. Rel."	"3 Esp. Re1l. 57"
#UNRESOLVED	1	"Ex p. B1rnCes"	"Ex p. BrnCes"	"6 Ex p. B1rnCes, 2"
#UNRESOLVED	1	"Ex. D. t2S ........"	"Ex. D. tS ........"	"1 Ex. D. t2S ........ 505"
#UNRESOLVED	1	"Ex. I1iv."	"Ex. Iiv."	"2 Ex. I1iv. 355"
#UNRESOLVED	1	"Exch. S5i"	"Exch. Si"	"10 Exch. S5i 24"
#UNRESOLVED	1	"Exp2lanation"	"Explanation"	"3\n\t\t\tExp2lanation 2"
#UNRESOLVED	1	"F d4II"	"F dII"	"411 F d4II 111"
#UNRESOLVED	1	"F. II. ii0n)"	"F. II. iin)"	"2 F. II. ii0n) 32"
#UNRESOLVED	1	"F. Ui3s."	"F. Uis."	"42 F. Ui3s.\n\t\t\t2"
#UNRESOLVED	1	"F. d1l. L.)"	"F. dl. L.)"	"1 F. d1l. L.) 39"
#UNRESOLVED	1	"F. l1ibbert"	"F. libbert"	"163 F. l1ibbert 691"
#UNRESOLVED	1	"F1Ie."	"FIe."	"81 F1Ie. 2112"
#UNRESOLVED	1	"F1Il."	"FIl."	"1 F1Il. 24"
#UNRESOLVED	1	"F1Js"	"FJs"	"3 F1Js 315"
#UNRESOLVED	1	"F1KEEEIIOLDS."	"FKEEEIIOLDS."	"3 F1KEEEIIOLDS.\n\t\t\t33"
#UNRESOLVED	1	"F1a."	"Fa."	"76 F1a. 371"
#UNRESOLVED	1	"F1ast"	"Fast"	"7 F1ast, 339"
#UNRESOLVED	1	"F1b. i l , N o."	"Fb. i l , N o."	"27 F1b. i l , N o. 137"
#UNRESOLVED	1	"F1cl. lReiportr"	"Fcl. lReiportr"	"4 F1cl. lReiportr, 2"
#UNRESOLVED	1	"F1d ."	"Fd ."	"19 F1d . 7"
#UNRESOLVED	1	"F1d. Itel."	"Fd. Itel."	"1 F1d. Itel. 1113"
#UNRESOLVED	1	"F1d. Rep."	"Fd. Rep."	"142 F1d. Rep. 4"
#UNRESOLVED	1	"F1dl."	"Fdl."	"122 F1dl. 127"
#UNRESOLVED	1	"F1e. ."	"Fe. ."	"511 F1e. . 10"
#UNRESOLVED	1	"F1ed, It."	"Fed, It."	"17 F1ed, It. 103"
#UNRESOLVED	1	"F1i..cii"	"Fi..cii"	"21 F1i..cii 176"
#UNRESOLVED	1	"F1il."	"Fil."	"197 F1il. 56"
#UNRESOLVED	1	"F1irst Scledullk ."	"First Scledullk ."	"338 F1irst Scledullk . 33"
#UNRESOLVED	1	"F1n."	"Fn."	"1 F1n. 4411"
#UNRESOLVED	1	"F1reemi . Ch."	"Freemi . Ch."	"1 F1reemi . Ch. 441"
#UNRESOLVED	1	"F1resu,."	"Fresu,."	"2 F1resu,. 222"
#UNRESOLVED	1	"F1t, ."	"Ft, ."	"205 F1t, . 6"
#UNRESOLVED	1	"F1t."	"Ft."	"69 F1t. 12"
#UNRESOLVED	1	"F1ust. Ct. I."	"Fust. Ct. I."	"7 F1ust. Ct. I. 320"
#UNRESOLVED	1	"F2ax"	"Fax"	"848 F2ax 4"
#UNRESOLVED	1	"F4t."	"Ft."	"20 F4t. 2"
#UNRESOLVED	1	"F4uities"	"Fuities"	"538 F4uities, 538"
#UNRESOLVED	1	"F4vrier"	"Fvrier"	"22 F4vrier 1769"
#UNRESOLVED	1	"F6rm of Writ. . ."	"Frm of Writ. . ."	"429 F6rm of Writ. . . 427"
#UNRESOLVED	1	"F7a."	"Fa."	"18 F7a., 88"
#UNRESOLVED	1	"F7c. ()"	"Fc. ()"	"124 F7c. () 14"
#UNRESOLVED	1	"F7eaton"	"Featon"	"1 F7eaton, 416"
#UNRESOLVED	1	"F7edl."	"Fedl."	"174 F7edl. 627"
#UNRESOLVED	1	"F8Lrley V."	"FLrley V."	"941 F8Lrley V. 11"
#UNRESOLVED	1	"F9P"	"FP"	"158\n\t\t\tF9P 65"
#UNRESOLVED	1	"FJi3ó"	"FJió"	"0 FJi3ó 4"
#UNRESOLVED	1	"FLted. Rep. ti2S."	"FLted. Rep. tiS."	"134 FLted. Rep. ti2S. 14"
#UNRESOLVED	1	"FRAUD. BOO1K"	"FRAUD. BOOK"	"463 FRAUD. BOO1K 111"
#UNRESOLVED	1	"Fa4i crimen. IV."	"Fai crimen. IV."	"159 Fa4i crimen. IV. 89"
#UNRESOLVED	1	"Faiin, F1ayetle"	"Faiin, Fayetle"	"1 Faiin, F1ayetle, 1"
#UNRESOLVED	1	"Fe1l. Cas."	"Fel. Cas."	"25 Fe1l. Cas. 440"
#UNRESOLVED	1	"FeIl. Re1l."	"FeIl. Rel."	"25 FeIl. Re1l. 625"
#UNRESOLVED	1	"February, a1S, p."	"February, aS, p."	"28 February, a1S, p. 2"
#UNRESOLVED	1	"Fecl. Repl. li2l."	"Fecl. Repl. lil."	"20 Fecl. Repl. li2l. 7"
#UNRESOLVED	1	"Fed. A4sn."	"Fed. Asn."	"14 Fed. A4sn. 85"
#UNRESOLVED	1	"Fed. C6n."	"Fed. Cn."	"135 Fed. C6n.\n\t\t\t15"
#UNRESOLVED	1	"Fed. E1ep."	"Fed. Eep."	"79 Fed. E1ep. 39"
#UNRESOLVED	1	"Fed. G4S."	"Fed. GS."	"59 Fed. G4S. 141"
#UNRESOLVED	1	"Fed. G9S."	"Fed. GS."	"9 Fed. G9S. 71"
#UNRESOLVED	1	"Fed. I2ep."	"Fed. Iep."	"43 Fed. I2ep. 913"
#UNRESOLVED	1	"Fed. I5I"	"Fed. II"	"98 Fed. I5I 833"
#UNRESOLVED	1	"Fed. Ipl,., j3l."	"Fed. Ipl,., jl."	"15 Fed. Ipl,., j3l. 14"
#UNRESOLVED	1	"Fed. Itei8p."	"Fed. Iteip."	"412 Fed.\n\t\t\tItei8p. 511"
#UNRESOLVED	1	"Fed. M9S"	"Fed. MS"	"69 Fed.\n\t\t\tM9S, 16"
#UNRESOLVED	1	"Fed. O8S."	"Fed. OS."	"200 Fed. O8S.\n\t\t\t34"
#UNRESOLVED	1	"Fed. R. F1ed. R."	"Fed. R. Fed. R."	"43 Fed. R. F1ed. R. 235"
#UNRESOLVED	1	"Fed. R. S8O"	"Fed. R. SO"	"53 Fed. R. S8O, 809"
#UNRESOLVED	1	"Fed. R. b8a"	"Fed. R. ba"	"591 Fed. R. b8a, 1747"
#UNRESOLVED	1	"Fed. R. ó9w"	"Fed. R. ów"	"56 Fed. R. ó9w, 665"
#UNRESOLVED	1	"Fed. R1e."	"Fed. Re."	"81 Fed. R1e. 148"
#UNRESOLVED	1	"Fed. R3p."	"Fed. Rp."	"92 Fed. R3p. 85"
#UNRESOLVED	1	"Fed. R6p."	"Fed. Rp."	"28 Fed. R6p. 411"
#UNRESOLVED	1	"Fed. ReHop. S5S."	"Fed. ReHop. SS."	"12 Fed. ReHop. S5S. 2"
#UNRESOLVED	1	"Fed. Rep. C9S)"	"Fed. Rep. CS)"	"101 Fed. Rep. C9S),\n\t\t\t16"
#UNRESOLVED	1	"Fed. S1U."	"Fed. SU."	"183 Fed. S1U.\n\t\t\t188"
#UNRESOLVED	1	"Fed. S2S"	"Fed. SS"	"272 Fed. S2S, 46"
#UNRESOLVED	1	"Fed. S4S."	"Fed. SS."	"65 Fed. S4S. 85"
#UNRESOLVED	1	"Fed. S4S. It is"	"Fed. SS. It is"	"168 Fed. S4S. It is 3"
#UNRESOLVED	1	"Fed. S6O"	"Fed. SO"	"104 Fed. S6O, 4"
#UNRESOLVED	1	"Fed. h1cp."	"Fed. hcp."	"111 Fed. h1cp. 0"
#UNRESOLVED	1	"Fed. i0ep. Ie"	"Fed. iep. Ie"	"290 Fed. i0ep. Ie 3"
#UNRESOLVED	1	"Fed. i7S"	"Fed. iS"	"107 Fed. i7S, 46"
#UNRESOLVED	1	"Fed. w1oo."	"Fed. woo."	"135 Fed. w1oo.\n\t\t\t465"
#UNRESOLVED	1	"Ff5i ., ard P. Act"	"Ffi ., ard P. Act"	"3 Ff5i ., ard P. Act, 187"
#UNRESOLVED	1	"Fi2n v ander"	"Fin v ander"	"370\n\t\t\tFi2n v ander 15"
#UNRESOLVED	1	"Fi7d."	"Fid."	"12 Fi7d. 1"
#UNRESOLVED	1	"Fidler r. M5clinlly"	"Fidler r. Mclinlly"	"4 Fidler r. M5clinlly, 21"
#UNRESOLVED	1	"Fl. W1ep."	"Fl. Wep."	"114 Fl. W1ep. 215"
#UNRESOLVED	1	"Fl1herty r. Donne"	"Flherty r. Donne"	"11 Fl1herty r. Donne, 1"
#UNRESOLVED	1	"Fla. C4G"	"Fla. CG"	"52 Fla. C4G, 41"
#UNRESOLVED	1	"Fla. l1S"	"Fla. lS"	"28 Fla. l1S 38"
#UNRESOLVED	1	"Fod6dr on heredity"	"Foddr on heredity"	"341 Fod6dr on heredity, 6"
#UNRESOLVED	1	"Folub. E1l."	"Folub. El."	"1 Folub. E1l. 33"
#UNRESOLVED	1	"Forml (Io3iT)"	"Forml (IoiT)"	"23 Forml (Io3iT), 294"
